message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00415.6faccf48ec514344fc850e8b3c154528,00415__salted__extended__cp00AD__single.6faccf48ec514344fc850e8b3c154528,extended,00AD,single,,,,"Earn, earn, earn","Ea­rn, ea­rn, ea­rn"
00416.7fa9ccac275fe2d97517554ecde57fbe,00416__salted__extended__cp200B__single.7fa9ccac275fe2d97517554ecde57fbe,extended,200B,single,,,,"affordable, affordable, fees","af​fordable, af​fordable, fe​es"
00416.7fa9ccac275fe2d97517554ecde57fbe,00416__salted__extended__cp200C__single.7fa9ccac275fe2d97517554ecde57fbe,extended,200C,single,,,,"affordable, affordable, fees","af‌fordable, af‌fordable, fe‌es"
00416.7fa9ccac275fe2d97517554ecde57fbe,00416__salted__extended__cp200D__single.7fa9ccac275fe2d97517554ecde57fbe,extended,200D,single,,,,"affordable, affordable, fees","af‍fordable, af‍fordable, fe‍es"
00416.7fa9ccac275fe2d97517554ecde57fbe,00416__salted__extended__cp00AD__single.7fa9ccac275fe2d97517554ecde57fbe,extended,00AD,single,,,,"affordable, affordable, fees","af­fordable, af­fordable, fe­es"
00416.bff1badad869f205fdb54f311f060734,00416__salted__extended__cp200B__single.bff1badad869f205fdb54f311f060734,extended,200B,single,,Guaranteed,Gu​aranteed,,
00416.bff1badad869f205fdb54f311f060734,00416__salted__extended__cp200C__single.bff1badad869f205fdb54f311f060734,extended,200C,single,,Guaranteed,Gu‌aranteed,,
00416.bff1badad869f205fdb54f311f060734,00416__salted__extended__cp200D__single.bff1badad869f205fdb54f311f060734,extended,200D,single,,Guaranteed,Gu‍aranteed,,
00416.bff1badad869f205fdb54f311f060734,00416__salted__extended__cp00AD__single.bff1badad869f205fdb54f311f060734,extended,00AD,single,,Guaranteed,Gu­aranteed,,
00417.715ee099f76e69edbeb5604a82a532b4,00417__salted__extended__cp200B__single.715ee099f76e69edbeb5604a82a532b4,extended,200B,single,,,,"COMPLIANCE, removal, OPRAH","CO​MPLIANCE, re​moval, OP​RAH"
00417.715ee099f76e69edbeb5604a82a532b4,00417__salted__extended__cp200C__single.715ee099f76e69edbeb5604a82a532b4,extended,200C,single,,,,"COMPLIANCE, removal, OPRAH","CO‌MPLIANCE, re‌moval, OP‌RAH"
00417.715ee099f76e69edbeb5604a82a532b4,00417__salted__extended__cp200D__single.715ee099f76e69edbeb5604a82a532b4,extended,200D,single,,,,"COMPLIANCE, removal, OPRAH","CO‍MPLIANCE, re‍moval, OP‍RAH"
00417.715ee099f76e69edbeb5604a82a532b4,00417__salted__extended__cp00AD__single.715ee099f76e69edbeb5604a82a532b4,extended,00AD,single,,,,"COMPLIANCE, removal, OPRAH","CO­MPLIANCE, re­moval, OP­RAH"
00417.7b196fd20fd308e0afa9032ccb02474b,00417__salted__extended__cp200B__single.7b196fd20fd308e0afa9032ccb02474b,extended,200B,single,,Adv,Ad​v,,
00417.7b196fd20fd308e0afa9032ccb02474b,00417__salted__extended__cp200C__single.7b196fd20fd308e0afa9032ccb02474b,extended,200C,single,,Adv,Ad‌v,,
00417.7b196fd20fd308e0afa9032ccb02474b,00417__salted__extended__cp200D__single.7b196fd20fd308e0afa9032ccb02474b,extended,200D,single,,Adv,Ad‍v,,
00417.7b196fd20fd308e0afa9032ccb02474b,00417__salted__extended__cp00AD__single.7b196fd20fd308e0afa9032ccb02474b,extended,00AD,single,,Adv,Ad­v,,
00418.16b11d584531ea6f8e334bf92e5560ec,00418__salted__extended__cp200B__single.16b11d584531ea6f8e334bf92e5560ec,extended,200B,single,,Fees,Fe​es,,
00418.16b11d584531ea6f8e334bf92e5560ec,00418__salted__extended__cp200C__single.16b11d584531ea6f8e334bf92e5560ec,extended,200C,single,,Fees,Fe‌es,,
00418.16b11d584531ea6f8e334bf92e5560ec,00418__salted__extended__cp200D__single.16b11d584531ea6f8e334bf92e5560ec,extended,200D,single,,Fees,Fe‍es,,
00418.16b11d584531ea6f8e334bf92e5560ec,00418__salted__extended__cp00AD__single.16b11d584531ea6f8e334bf92e5560ec,extended,00AD,single,,Fees,Fe­es,,
00419.141092086514a246ff2ff8d4bc523400,00419__salted__extended__cp200B__single.141092086514a246ff2ff8d4bc523400,extended,200B,single,,Earning,Ea​rning,"qualified, qualified","qu​alified, qu​alified"
00419.141092086514a246ff2ff8d4bc523400,00419__salted__extended__cp200C__single.141092086514a246ff2ff8d4bc523400,extended,200C,single,,Earning,Ea‌rning,"qualified, qualified","qu‌alified, qu‌alified"
00419.141092086514a246ff2ff8d4bc523400,00419__salted__extended__cp200D__single.141092086514a246ff2ff8d4bc523400,extended,200D,single,,Earning,Ea‍rning,"qualified, qualified","qu‍alified, qu‍alified"
00419.141092086514a246ff2ff8d4bc523400,00419__salted__extended__cp00AD__single.141092086514a246ff2ff8d4bc523400,extended,00AD,single,,Earning,Ea­rning,"qualified, qualified","qu­alified, qu­alified"
00419.ed8fc5e3278d344ba897c8e9614acb38,00419__salted__extended__cp200B__single.ed8fc5e3278d344ba897c8e9614acb38,extended,200B,single,,,,Click,Cl​ick
00419.ed8fc5e3278d344ba897c8e9614acb38,00419__salted__extended__cp200C__single.ed8fc5e3278d344ba897c8e9614acb38,extended,200C,single,,,,Click,Cl‌ick
00419.ed8fc5e3278d344ba897c8e9614acb38,00419__salted__extended__cp200D__single.ed8fc5e3278d344ba897c8e9614acb38,extended,200D,single,,,,Click,Cl‍ick
00419.ed8fc5e3278d344ba897c8e9614acb38,00419__salted__extended__cp00AD__single.ed8fc5e3278d344ba897c8e9614acb38,extended,00AD,single,,,,Click,Cl­ick
00420.e208f7d65551c01efaa3b4ee4bc4df3c,00420__salted__extended__cp200B__single.e208f7d65551c01efaa3b4ee4bc4df3c,extended,200B,single,,,,"fees, Sincerely, promotional","fe​es, Si​ncerely, pr​omotional"
00420.e208f7d65551c01efaa3b4ee4bc4df3c,00420__salted__extended__cp200C__single.e208f7d65551c01efaa3b4ee4bc4df3c,extended,200C,single,,,,"fees, Sincerely, promotional","fe‌es, Si‌ncerely, pr‌omotional"
00420.e208f7d65551c01efaa3b4ee4bc4df3c,00420__salted__extended__cp200D__single.e208f7d65551c01efaa3b4ee4bc4df3c,extended,200D,single,,,,"fees, Sincerely, promotional","fe‍es, Si‍ncerely, pr‍omotional"
00420.e208f7d65551c01efaa3b4ee4bc4df3c,00420__salted__extended__cp00AD__single.e208f7d65551c01efaa3b4ee4bc4df3c,extended,00AD,single,,,,"fees, Sincerely, promotional","fe­es, Si­ncerely, pr­omotional"
00422.7d5baf3fe64de8647b41aeb820ada876,00422__salted__extended__cp200B__single.7d5baf3fe64de8647b41aeb820ada876,extended,200B,single,,Earn,Ea​rn,"ATTAINED, profitable, testimonials","AT​TAINED, pr​ofitable, te​stimonials"
00422.7d5baf3fe64de8647b41aeb820ada876,00422__salted__extended__cp200C__single.7d5baf3fe64de8647b41aeb820ada876,extended,200C,single,,Earn,Ea‌rn,"ATTAINED, profitable, testimonials","AT‌TAINED, pr‌ofitable, te‌stimonials"
00422.7d5baf3fe64de8647b41aeb820ada876,00422__salted__extended__cp200D__single.7d5baf3fe64de8647b41aeb820ada876,extended,200D,single,,Earn,Ea‍rn,"ATTAINED, profitable, testimonials","AT‍TAINED, pr‍ofitable, te‍stimonials"
00422.7d5baf3fe64de8647b41aeb820ada876,00422__salted__extended__cp00AD__single.7d5baf3fe64de8647b41aeb820ada876,extended,00AD,single,,Earn,Ea­rn,"ATTAINED, profitable, testimonials","AT­TAINED, pr­ofitable, te­stimonials"
00422.bdbc5ccdcc5058dcb4808fbdbaceffeb,00422__salted__extended__cp200B__single.bdbc5ccdcc5058dcb4808fbdbaceffeb,extended,200B,single,,,,"NBC, CBS, Oprah","NB​C, CB​S, Op​rah"
00422.bdbc5ccdcc5058dcb4808fbdbaceffeb,00422__salted__extended__cp200C__single.bdbc5ccdcc5058dcb4808fbdbaceffeb,extended,200C,single,,,,"NBC, CBS, Oprah","NB‌C, CB‌S, Op‌rah"
00422.bdbc5ccdcc5058dcb4808fbdbaceffeb,00422__salted__extended__cp200D__single.bdbc5ccdcc5058dcb4808fbdbaceffeb,extended,200D,single,,,,"NBC, CBS, Oprah","NB‍C, CB‍S, Op‍rah"
00422.bdbc5ccdcc5058dcb4808fbdbaceffeb,00422__salted__extended__cp00AD__single.bdbc5ccdcc5058dcb4808fbdbaceffeb,extended,00AD,single,,,,"NBC, CBS, Oprah","NB­C, CB­S, Op­rah"
00423.bee32224fd8c9c8c06e2099d9c2adccd,00423__salted__extended__cp200B__single.bee32224fd8c9c8c06e2099d9c2adccd,extended,200B,single,,Earn,Ea​rn,"ATTAINED, profitable, testimonials","AT​TAINED, pr​ofitable, te​stimonials"
00423.bee32224fd8c9c8c06e2099d9c2adccd,00423__salted__extended__cp200C__single.bee32224fd8c9c8c06e2099d9c2adccd,extended,200C,single,,Earn,Ea‌rn,"ATTAINED, profitable, testimonials","AT‌TAINED, pr‌ofitable, te‌stimonials"
00423.bee32224fd8c9c8c06e2099d9c2adccd,00423__salted__extended__cp200D__single.bee32224fd8c9c8c06e2099d9c2adccd,extended,200D,single,,Earn,Ea‍rn,"ATTAINED, profitable, testimonials","AT‍TAINED, pr‍ofitable, te‍stimonials"
00423.bee32224fd8c9c8c06e2099d9c2adccd,00423__salted__extended__cp00AD__single.bee32224fd8c9c8c06e2099d9c2adccd,extended,00AD,single,,Earn,Ea­rn,"ATTAINED, profitable, testimonials","AT­TAINED, pr­ofitable, te­stimonials"
00424.762694cd4e29f39d544e03cd3c974a25,00424__salted__extended__cp200B__single.762694cd4e29f39d544e03cd3c974a25,extended,200B,single,,Guaranteed,Gu​aranteed,"receive, receive, communication","re​ceive, re​ceive, co​mmunication"
00424.762694cd4e29f39d544e03cd3c974a25,00424__salted__extended__cp200C__single.762694cd4e29f39d544e03cd3c974a25,extended,200C,single,,Guaranteed,Gu‌aranteed,"receive, receive, communication","re‌ceive, re‌ceive, co‌mmunication"
00424.762694cd4e29f39d544e03cd3c974a25,00424__salted__extended__cp200D__single.762694cd4e29f39d544e03cd3c974a25,extended,200D,single,,Guaranteed,Gu‍aranteed,"receive, receive, communication","re‍ceive, re‍ceive, co‍mmunication"
00424.762694cd4e29f39d544e03cd3c974a25,00424__salted__extended__cp00AD__single.762694cd4e29f39d544e03cd3c974a25,extended,00AD,single,,Guaranteed,Gu­aranteed,"receive, receive, communication","re­ceive, re­ceive, co­mmunication"
00424.9acca894169b3162d76ebddb69097f3c,00424__salted__extended__cp200B__single.9acca894169b3162d76ebddb69097f3c,extended,200B,single,,Guaranteed,Gu​aranteed,,
00424.9acca894169b3162d76ebddb69097f3c,00424__salted__extended__cp200C__single.9acca894169b3162d76ebddb69097f3c,extended,200C,single,,Guaranteed,Gu‌aranteed,,
00424.9acca894169b3162d76ebddb69097f3c,00424__salted__extended__cp200D__single.9acca894169b3162d76ebddb69097f3c,extended,200D,single,,Guaranteed,Gu‍aranteed,,
00424.9acca894169b3162d76ebddb69097f3c,00424__salted__extended__cp00AD__single.9acca894169b3162d76ebddb69097f3c,extended,00AD,single,,Guaranteed,Gu­aranteed,,
00426.36b36cbe96efe9001c4d80363ea7ed4e,00426__salted__extended__cp200B__single.36b36cbe96efe9001c4d80363ea7ed4e,extended,200B,single,,,,"mortgage, loan, fees","mo​rtgage, lo​an, fe​es"
00426.36b36cbe96efe9001c4d80363ea7ed4e,00426__salted__extended__cp200C__single.36b36cbe96efe9001c4d80363ea7ed4e,extended,200C,single,,,,"mortgage, loan, fees","mo‌rtgage, lo‌an, fe‌es"
00426.36b36cbe96efe9001c4d80363ea7ed4e,00426__salted__extended__cp200D__single.36b36cbe96efe9001c4d80363ea7ed4e,extended,200D,single,,,,"mortgage, loan, fees","mo‍rtgage, lo‍an, fe‍es"
00426.36b36cbe96efe9001c4d80363ea7ed4e,00426__salted__extended__cp00AD__single.36b36cbe96efe9001c4d80363ea7ed4e,extended,00AD,single,,,,"mortgage, loan, fees","mo­rtgage, lo­an, fe­es"
00426.c743511223777504c01a35f90914b230,00426__salted__extended__cp200B__single.c743511223777504c01a35f90914b230,extended,200B,single,,Fees,Fe​es,,
00426.c743511223777504c01a35f90914b230,00426__salted__extended__cp200C__single.c743511223777504c01a35f90914b230,extended,200C,single,,Fees,Fe‌es,,
00426.c743511223777504c01a35f90914b230,00426__salted__extended__cp200D__single.c743511223777504c01a35f90914b230,extended,200D,single,,Fees,Fe‍es,,
00426.c743511223777504c01a35f90914b230,00426__salted__extended__cp00AD__single.c743511223777504c01a35f90914b230,extended,00AD,single,,Fees,Fe­es,,
00427.fa1252c91a3b89bb64bc2bc217725e26,00427__salted__extended__cp200B__single.fa1252c91a3b89bb64bc2bc217725e26,extended,200B,single,,,,"profitable, advertisement, click","pr​ofitable, ad​vertisement, cl​ick"
00427.fa1252c91a3b89bb64bc2bc217725e26,00427__salted__extended__cp200C__single.fa1252c91a3b89bb64bc2bc217725e26,extended,200C,single,,,,"profitable, advertisement, click","pr‌ofitable, ad‌vertisement, cl‌ick"
00427.fa1252c91a3b89bb64bc2bc217725e26,00427__salted__extended__cp200D__single.fa1252c91a3b89bb64bc2bc217725e26,extended,200D,single,,,,"profitable, advertisement, click","pr‍ofitable, ad‍vertisement, cl‍ick"
00427.fa1252c91a3b89bb64bc2bc217725e26,00427__salted__extended__cp00AD__single.fa1252c91a3b89bb64bc2bc217725e26,extended,00AD,single,,,,"profitable, advertisement, click","pr­ofitable, ad­vertisement, cl­ick"
00428.5fe2c974b49315a6fbf9f3b09b47f030,00428__salted__extended__cp200B__single.5fe2c974b49315a6fbf9f3b09b47f030,extended,200B,single,,Insurance,In​surance,,
00428.5fe2c974b49315a6fbf9f3b09b47f030,00428__salted__extended__cp200C__single.5fe2c974b49315a6fbf9f3b09b47f030,extended,200C,single,,Insurance,In‌surance,,
00428.5fe2c974b49315a6fbf9f3b09b47f030,00428__salted__extended__cp200D__single.5fe2c974b49315a6fbf9f3b09b47f030,extended,200D,single,,Insurance,In‍surance,,
00428.5fe2c974b49315a6fbf9f3b09b47f030,00428__salted__extended__cp00AD__single.5fe2c974b49315a6fbf9f3b09b47f030,extended,00AD,single,,Insurance,In­surance,,
00428.a7bbcb15affd49a93d516d5ed5700d66,00428__salted__extended__cp200B__single.a7bbcb15affd49a93d516d5ed5700d66,extended,200B,single,,,,click,cl​ick
00428.a7bbcb15affd49a93d516d5ed5700d66,00428__salted__extended__cp200C__single.a7bbcb15affd49a93d516d5ed5700d66,extended,200C,single,,,,click,cl‌ick
00428.a7bbcb15affd49a93d516d5ed5700d66,00428__salted__extended__cp200D__single.a7bbcb15affd49a93d516d5ed5700d66,extended,200D,single,,,,click,cl‍ick
00428.a7bbcb15affd49a93d516d5ed5700d66,00428__salted__extended__cp00AD__single.a7bbcb15affd49a93d516d5ed5700d66,extended,00AD,single,,,,click,cl­ick
00429.0061e48e64f9ce93ffae69bba9151357,00429__salted__extended__cp200B__single.0061e48e64f9ce93ffae69bba9151357,extended,200B,single,,,,"adv, Sincerely, communication","ad​v, Si​ncerely, co​mmunication"
00429.0061e48e64f9ce93ffae69bba9151357,00429__salted__extended__cp200C__single.0061e48e64f9ce93ffae69bba9151357,extended,200C,single,,,,"adv, Sincerely, communication","ad‌v, Si‌ncerely, co‌mmunication"
00429.0061e48e64f9ce93ffae69bba9151357,00429__salted__extended__cp200D__single.0061e48e64f9ce93ffae69bba9151357,extended,200D,single,,,,"adv, Sincerely, communication","ad‍v, Si‍ncerely, co‍mmunication"
00429.0061e48e64f9ce93ffae69bba9151357,00429__salted__extended__cp00AD__single.0061e48e64f9ce93ffae69bba9151357,extended,00AD,single,,,,"adv, Sincerely, communication","ad­v, Si­ncerely, co­mmunication"
00430.d2179c2841013fea688db8bbcf60b3b0,00430__salted__extended__cp200B__single.d2179c2841013fea688db8bbcf60b3b0,extended,200B,single,,Fees,Fe​es,,
00430.d2179c2841013fea688db8bbcf60b3b0,00430__salted__extended__cp200C__single.d2179c2841013fea688db8bbcf60b3b0,extended,200C,single,,Fees,Fe‌es,,
00430.d2179c2841013fea688db8bbcf60b3b0,00430__salted__extended__cp200D__single.d2179c2841013fea688db8bbcf60b3b0,extended,200D,single,,Fees,Fe‍es,,
00430.d2179c2841013fea688db8bbcf60b3b0,00430__salted__extended__cp00AD__single.d2179c2841013fea688db8bbcf60b3b0,extended,00AD,single,,Fees,Fe­es,,
00431.12b2043fed99f1202eb0677969d1a61e,00431__salted__extended__cp200B__single.12b2043fed99f1202eb0677969d1a61e,extended,200B,single,,ADV,AD​V,,
00431.12b2043fed99f1202eb0677969d1a61e,00431__salted__extended__cp200C__single.12b2043fed99f1202eb0677969d1a61e,extended,200C,single,,ADV,AD‌V,,
00431.12b2043fed99f1202eb0677969d1a61e,00431__salted__extended__cp200D__single.12b2043fed99f1202eb0677969d1a61e,extended,200D,single,,ADV,AD‍V,,
00431.12b2043fed99f1202eb0677969d1a61e,00431__salted__extended__cp00AD__single.12b2043fed99f1202eb0677969d1a61e,extended,00AD,single,,ADV,AD­V,,
00431.c6a126091c0bcbc44e58e238ca4d02c6,00431__salted__extended__cp200B__single.c6a126091c0bcbc44e58e238ca4d02c6,extended,200B,single,,ADV,AD​V,,
00431.c6a126091c0bcbc44e58e238ca4d02c6,00431__salted__extended__cp200C__single.c6a126091c0bcbc44e58e238ca4d02c6,extended,200C,single,,ADV,AD‌V,,
00431.c6a126091c0bcbc44e58e238ca4d02c6,00431__salted__extended__cp200D__single.c6a126091c0bcbc44e58e238ca4d02c6,extended,200D,single,,ADV,AD‍V,,
00431.c6a126091c0bcbc44e58e238ca4d02c6,00431__salted__extended__cp00AD__single.c6a126091c0bcbc44e58e238ca4d02c6,extended,00AD,single,,ADV,AD­V,,
00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,00432__salted__extended__cp200B__single.40ceb2dcb26e292ea6fd8669dfc9b4c5,extended,200B,single,,,,"ASSISTANCE, DEPOSIT, SINCERELY","AS​SISTANCE, DE​POSIT, SI​NCERELY"
00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,00432__salted__extended__cp200C__single.40ceb2dcb26e292ea6fd8669dfc9b4c5,extended,200C,single,,,,"ASSISTANCE, DEPOSIT, SINCERELY","AS‌SISTANCE, DE‌POSIT, SI‌NCERELY"
00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,00432__salted__extended__cp200D__single.40ceb2dcb26e292ea6fd8669dfc9b4c5,extended,200D,single,,,,"ASSISTANCE, DEPOSIT, SINCERELY","AS‍SISTANCE, DE‍POSIT, SI‍NCERELY"
00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,00432__salted__extended__cp00AD__single.40ceb2dcb26e292ea6fd8669dfc9b4c5,extended,00AD,single,,,,"ASSISTANCE, DEPOSIT, SINCERELY","AS­SISTANCE, DE­POSIT, SI­NCERELY"
00434.8507c67a652e01636df9b92a0a397193,00434__salted__extended__cp200B__single.8507c67a652e01636df9b92a0a397193,extended,200B,single,,Mortgage,Mo​rtgage,,
00434.8507c67a652e01636df9b92a0a397193,00434__salted__extended__cp200C__single.8507c67a652e01636df9b92a0a397193,extended,200C,single,,Mortgage,Mo‌rtgage,,
00434.8507c67a652e01636df9b92a0a397193,00434__salted__extended__cp200D__single.8507c67a652e01636df9b92a0a397193,extended,200D,single,,Mortgage,Mo‍rtgage,,
00434.8507c67a652e01636df9b92a0a397193,00434__salted__extended__cp00AD__single.8507c67a652e01636df9b92a0a397193,extended,00AD,single,,Mortgage,Mo­rtgage,,
00435.69467ebbdbdd2d891624bf8fccda579f,00435__salted__extended__cp200B__single.69467ebbdbdd2d891624bf8fccda579f,extended,200B,single,,,,receive,re​ceive
00435.69467ebbdbdd2d891624bf8fccda579f,00435__salted__extended__cp200C__single.69467ebbdbdd2d891624bf8fccda579f,extended,200C,single,,,,receive,re‌ceive
00435.69467ebbdbdd2d891624bf8fccda579f,00435__salted__extended__cp200D__single.69467ebbdbdd2d891624bf8fccda579f,extended,200D,single,,,,receive,re‍ceive
00435.69467ebbdbdd2d891624bf8fccda579f,00435__salted__extended__cp00AD__single.69467ebbdbdd2d891624bf8fccda579f,extended,00AD,single,,,,receive,re­ceive
00436.4ef1bd17d9202e4229485da7a47afd6c,00436__salted__extended__cp200B__single.4ef1bd17d9202e4229485da7a47afd6c,extended,200B,single,,,,"Insurance, receive, mailings","In​surance, re​ceive, ma​ilings"
00436.4ef1bd17d9202e4229485da7a47afd6c,00436__salted__extended__cp200C__single.4ef1bd17d9202e4229485da7a47afd6c,extended,200C,single,,,,"Insurance, receive, mailings","In‌surance, re‌ceive, ma‌ilings"
00436.4ef1bd17d9202e4229485da7a47afd6c,00436__salted__extended__cp200D__single.4ef1bd17d9202e4229485da7a47afd6c,extended,200D,single,,,,"Insurance, receive, mailings","In‍surance, re‍ceive, ma‍ilings"
00436.4ef1bd17d9202e4229485da7a47afd6c,00436__salted__extended__cp00AD__single.4ef1bd17d9202e4229485da7a47afd6c,extended,00AD,single,,,,"Insurance, receive, mailings","In­surance, re­ceive, ma­ilings"
00436.9fc1d953c6a282c5b66e4ed1cf1b866f,00436__salted__extended__cp200B__single.9fc1d953c6a282c5b66e4ed1cf1b866f,extended,200B,single,,annuity,an​nuity,"commissions, secrets, receive","co​mmissions, se​crets, re​ceive"
00436.9fc1d953c6a282c5b66e4ed1cf1b866f,00436__salted__extended__cp200C__single.9fc1d953c6a282c5b66e4ed1cf1b866f,extended,200C,single,,annuity,an‌nuity,"commissions, secrets, receive","co‌mmissions, se‌crets, re‌ceive"
00436.9fc1d953c6a282c5b66e4ed1cf1b866f,00436__salted__extended__cp200D__single.9fc1d953c6a282c5b66e4ed1cf1b866f,extended,200D,single,,annuity,an‍nuity,"commissions, secrets, receive","co‍mmissions, se‍crets, re‍ceive"
00436.9fc1d953c6a282c5b66e4ed1cf1b866f,00436__salted__extended__cp00AD__single.9fc1d953c6a282c5b66e4ed1cf1b866f,extended,00AD,single,,annuity,an­nuity,"commissions, secrets, receive","co­mmissions, se­crets, re­ceive"
00438.41295e1df4b651b7611316331b8468e4,00438__salted__extended__cp200B__single.41295e1df4b651b7611316331b8468e4,extended,200B,single,,Lenders,Le​nders,"lenders, Refinance, Mortgage","le​nders, Re​finance, Mo​rtgage"
